活動名稱	產物	0
争锋频道：蜜果城	龙门币	70000
争锋频道：蜜果城	中级作战记录	105
争锋频道：蜜果城	技巧概要·卷2	70
争锋频道：蜜果城	模组数据块	1
争锋频道：蜜果城	D32钢	5
争锋频道：蜜果城	类凝结核	10
争锋频道：蜜果城	晶体电路	2
争锋频道：蜜果城	晶体元件	10
争锋频道：蜜果城	聚合凝胶	2
争锋频道：蜜果城	固源岩组	10
争锋频道：蜜果城	酮阵列	2
无忧梦呓-商店	寻访凭证	3
无忧梦呓-商店	模组数据块	2
无忧梦呓-商店	聚合剂	5
无忧梦呓-商店	酮阵列	10
无忧梦呓-商店	晶体电路	10
无忧梦呓-商店	转质盐聚块	10
无忧梦呓-商店	暗红夜空纹毯	1
无忧梦呓-商店	尖顶书柜	1
无忧梦呓-商店	古堡小桌	1
无忧梦呓-商店	寻梦者之椅	5
无忧梦呓-商店	数据增补仪	10
无忧梦呓-商店	数据增补条	60
无忧梦呓-商店	固源岩组	15
无忧梦呓-商店	异铁组	10
无忧梦呓-商店	龙门币	500000
无忧梦呓-商店	高级作战记录×2	25
无忧梦呓-商店	中级作战记录×2	50
无忧梦呓-商店	初级作战记录×2	120
无忧梦呓-商店	技巧概要·卷3	25
无忧梦呓-商店	技巧概要·卷2	50
无忧梦呓-商店	糖	25
无忧梦呓-商店	异铁	25
无忧梦呓-商店	装置	25
无忧梦呓-商店	近卫芯片	5
无忧梦呓-商店	特种芯片	5
无忧梦呓-商店	家具零件×10	200
梦城堡模拟训练	龙门币	30000
梦城堡模拟训练	资深干员特训装置	1
梦城堡模拟训练	专业干员特训装置	1
梦城堡模拟训练	资深干员特训邀请函	1
梦城堡模拟训练	专业干员特训邀请函	1
梦城堡模拟训练	中级作战记录	45
梦城堡模拟训练	技巧概要·卷2	20
梦城堡模拟训练	晶体元件	4
梦城堡模拟训练	凝胶	6
梦城堡模拟训练	固源岩组	6
